path,prompt,nim_safe_prompt,ratio,done
content/characters/alberto_ramirez/assets/alberto_ramirez__calculating.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 16-year-old South American boy. Slightly wide-set dark eyes hold restless uncertainty. Straight nose, strong jaw with faint stubble, warm olive-brown skin. Messy dark curly hair falls over a cheap sports jacket. A red sport earbud is clipped to his earlobe. A baseball cap sits slightly askew. He looks caught between two worlds — the safety of family and the allure of gang life. The backdrop is a working-class street corner at dusk. Rain-slicked asphalt reflects warm amber streetlights. Golden hour glow creates long shadows and soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Sharp, assessing focus, looking at the camera, 3/4 take. Eyes narrowing slightly, restless energy held in check, jaw squared, cap pulled lower. same art style as the character base, same sports jacket and backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 16-year-old South American boy. Slightly wide-set dark eyes hold restless uncertainty. Straight nose, strong jaw with faint stubble, warm olive-brown skin. Messy dark curly hair falls over a cheap sports jacket. A red sport earbud is clipped to his earlobe. A baseball cap sits slightly askew. He looks caught between two worlds — the safety of family and the allure of gang life. Sharp, assessing focus, looking at the camera, 3/4 take. Eyes narrowing slightly, restless energy held in check, jaw squared, cap pulled lower. same art style as the character base, same sports jacket and backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/alberto_ramirez/assets/alberto_ramirez__default.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 16-year-old South American boy. Slightly wide-set dark eyes hold restless uncertainty. Straight nose, strong jaw with faint stubble, warm olive-brown skin. Messy dark curly hair falls over a cheap sports jacket. A red sport earbud is clipped to his earlobe. A baseball cap sits slightly askew. He looks caught between two worlds — the safety of family and the allure of gang life. The backdrop is a working-class street corner at dusk. Rain-slicked asphalt reflects warm amber streetlights. Golden hour glow creates long shadows and soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Neutral resting expression, looking at the camera, 3/4 take. same art style as the character base, same clothing and backdrop. Clean confident linework, painterly soft shading, muted natural palette, zero conventional beauty templates.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 16-year-old South American boy. Slightly wide-set dark eyes hold restless uncertainty. Straight nose, strong jaw with faint stubble, warm olive-brown skin. Messy dark curly hair falls over a cheap sports jacket. A red sport earbud is clipped to his earlobe. A baseball cap sits slightly askew. He looks caught between two worlds — the safety of family and the allure of gang life. The backdrop is a working-class street corner at dusk. Neutral resting expression, looking at the camera, 3/4 take. same art style as the character base, same clothing and backdrop. Clean confident linework, painterly soft shading, muted natural palette, zero conventional beauty templates.",3:4,0
content/characters/alberto_ramirez/assets/alberto_ramirez__determined.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 16-year-old South American boy. Slightly wide-set dark eyes hold restless uncertainty. Straight nose, strong jaw with faint stubble, warm olive-brown skin. Messy dark curly hair falls over a cheap sports jacket. A red sport earbud is clipped to his earlobe. A baseball cap sits slightly askew. He looks caught between two worlds — the safety of family and the allure of gang life. The backdrop is a working-class street corner at dusk. Rain-slicked asphalt reflects warm amber streetlights. Golden hour glow creates long shadows and soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Hard-set expression, looking unflinchingly at the camera, 3/4 take. Eyes steady, jaw squared with sudden resolve, cap tilted with intention. same art style as the character base, same jacket, earbud, and backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 16-year-old South American boy. Slightly wide-set dark eyes hold restless uncertainty. Straight nose, strong jaw with faint stubble, warm olive-brown skin. Messy dark curly hair falls over a cheap sports jacket. A red sport earbud is clipped to his earlobe. A baseball cap sits slightly askew. He looks caught between two worlds — the safety of family and the allure of gang life. Hard-set expression, looking unflinchingly at the camera, 3/4 take. Eyes steady, jaw squared with sudden resolve, cap tilted with intention. same art style as the character base, same jacket, earbud, and backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/alberto_ramirez/assets/alberto_ramirez__smirk.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 16-year-old South American boy. Slightly wide-set dark eyes hold restless uncertainty. Straight nose, strong jaw with faint stubble, warm olive-brown skin. Messy dark curly hair falls over a cheap sports jacket. A red sport earbud is clipped to his earlobe. A baseball cap sits slightly askew. He looks caught between two worlds — the safety of family and the allure of gang life. The backdrop is a working-class street corner at dusk. Rain-slicked asphalt reflects warm amber streetlights. Golden hour glow creates long shadows and soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. A faint, knowing half-smile, looking at the camera, 3/4 take. Eyes glinting with dry humor, one corner of his mouth pulled up, jaw relaxed, cap askew with attitude. same art style as the character base, same jacket, earbud, and backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 16-year-old South American boy. Slightly wide-set dark eyes hold restless uncertainty. Straight nose, strong jaw with faint stubble, warm olive-brown skin. Messy dark curly hair falls over a cheap sports jacket. A red sport earbud is clipped to his earlobe. A baseball cap sits slightly askew. He looks caught between two worlds — the safety of family and the allure of gang life. A faint, knowing half-smile, looking at the camera, 3/4 take. Eyes glinting with dry humor, one corner of his mouth pulled up, jaw relaxed, cap askew with attitude. same art style as the character base, same jacket, earbud, and backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/alberto_ramirez/assets/alberto_ramirez__vulnerable.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 16-year-old South American boy. Slightly wide-set dark eyes hold restless uncertainty. Straight nose, strong jaw with faint stubble, warm olive-brown skin. Messy dark curly hair falls over a cheap sports jacket. A red sport earbud is clipped to his earlobe. A baseball cap sits slightly askew. He looks caught between two worlds — the safety of family and the allure of gang life. The backdrop is a working-class street corner at dusk. Rain-slicked asphalt reflects warm amber streetlights. Golden hour glow creates long shadows and soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Vulnerable, uncertain expression, looking directly at the camera, 3/4 take. Eyes holding doubt and longing, jaw softening, cap tilting further askew, jacket sleeves pulled over his hands. same art style as the character base, same cap, jacket, and backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 16-year-old South American boy. Slightly wide-set dark eyes hold restless uncertainty. Straight nose, strong jaw with faint stubble, warm olive-brown skin. Messy dark curly hair falls over a cheap sports jacket. A red sport earbud is clipped to his earlobe. A baseball cap sits slightly askew. Vulnerable, uncertain expression, looking directly at the camera, 3/4 take. Eyes holding doubt and longing, jaw softening, cap tilting further askew, jacket sleeves pulled over his hands. same art style as the character base, same cap, jacket, and backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/alberto_santiago/assets/alberto_santiago__calculating.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 50-year-old Latino seafood vendor. His expression is calm and composed, the steady bearing of a man who has mastered his craft — though a hint of warmth plays at the corners of his mouth. Dark brown eyes are deeply crinkled at the corners from decades squinting into the Pacific sun. Thick black hair with silver streaks at the temples, kept short on the sides with longer flowing waves on top. Deep tan skin with sun-weathered texture, laugh lines fanning from his mouth and crinkling at the corners of his eyes. A sturdy, broad-shouldered build that speaks of a lifetime on the water. He wears a minimalist, pocketless sun-faded work shirt with worn trousers — practical clothes for a man who takes pride in his work. Calloused hands rest confidently on a woven basket of fresh catch. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, with soft volumetric shadows. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. A shrewd, assessing look, looking at the camera, 3/4 take. Eyes narrowed with commercial calculation, a slight knowing smile at the corner of his mouth, frame leaning slightly forward. same art style as the character base, same work shirt and trousers and backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 50-year-old Latino seafood vendor. His expression is calm and composed, the steady bearing of a man who has mastered his craft — though a hint of warmth plays at the corners of his mouth. Dark brown eyes are deeply crinkled at the corners from decades squinting into the Pacific sun. A shrewd, assessing look, looking at the camera, 3/4 take. Eyes narrowed with commercial calculation, a slight knowing smile at the corner of his mouth, frame leaning slightly forward. same art style as the character base, same work shirt and trousers and backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/alberto_santiago/assets/alberto_santiago__default.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 50-year-old Latino seafood vendor. His expression is calm and composed, the steady bearing of a man who has mastered his craft — though a hint of warmth plays at the corners of his mouth. Dark brown eyes are deeply crinkled at the corners from decades squinting into the Pacific sun. Thick black hair with silver streaks at the temples, kept short on the sides with longer flowing waves on top. Deep tan skin with sun-weathered texture, laugh lines fanning from his mouth and crinkling at the corners of his eyes. A sturdy, broad-shouldered build that speaks of a lifetime on the water. He wears a minimalist, pocketless sun-faded work shirt with worn trousers — practical clothes for a man who takes pride in his work. Calloused hands rest confidently on a woven basket of fresh catch. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, with soft volumetric shadows. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Neutral resting expression, calm and composed bearing, looking at the camera, 3/4 take. same art style as the character base, same clothing and backdrop. Clean confident linework, painterly soft shading, muted natural palette, zero conventional beauty templates.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 50-year-old Latino seafood vendor. His expression is calm and composed, the steady bearing of a man who has mastered his craft — though a hint of warmth plays at the corners of his mouth. Dark brown eyes are deeply crinkled at the corners from decades squinting into the Pacific sun. Thick black hair with silver streaks at the temples, kept short on the sides with longer flowing waves on top. Neutral resting expression, calm and composed bearing, looking at the camera, 3/4 take. same art style as the character base, same clothing and backdrop. Clean confident linework, painterly soft shading, muted natural palette, zero conventional beauty templates.",3:4,0
content/characters/alberto_santiago/assets/alberto_santiago__dressed_up.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 50-year-old Latino seafood vendor. His expression is calm and composed, the steady bearing of a man who has mastered his craft — though a hint of warmth plays at the corners of his mouth. Dark brown eyes are deeply crinkled at the corners from decades squinting into the Pacific sun. Thick black hair with silver streaks at the temples, kept short on the sides with longer flowing waves on top. Deep tan skin with sun-weathered texture, laugh lines fanning from his mouth and crinkling at the corners of his eyes. A sturdy, broad-shouldered build that speaks of a lifetime on the water. He wears a minimalist, pocketless sun-faded work shirt with worn trousers — practical clothes for a man who takes pride in his work. Calloused hands rest confidently on a woven basket of fresh catch. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, with soft volumetric shadows. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. """"Charming gentleman"""" mode, looking at the camera, 3/4 take. Wearing a clean pressed shirt and better trousers, confident posture, warm smile. same art style as the character base. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 50-year-old Latino seafood vendor. His expression is calm and composed, the steady bearing of a man who has mastered his craft — though a hint of warmth plays at the corners of his mouth. Dark brown eyes are deeply crinkled at the corners from decades squinting into the Pacific sun. Thick black hair with silver streaks at the temples, kept short on the sides with longer flowing waves on top. """"Charming gentleman"""" mode, looking at the camera, 3/4 take. Wearing a clean pressed shirt and better trousers, confident posture, warm smile. same art style as the character base. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/alberto_santiago/assets/alberto_santiago__happy.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 50-year-old Latino seafood vendor. His expression is calm and composed, the steady bearing of a man who has mastered his craft — though a hint of warmth plays at the corners of his mouth. Dark brown eyes are deeply crinkled at the corners from decades squinting into the Pacific sun. Thick black hair with silver streaks at the temples, kept short on the sides with longer flowing waves on top. Deep tan skin with sun-weathered texture, laugh lines fanning from his mouth and crinkling at the corners of his eyes. A sturdy, broad-shouldered build that speaks of a lifetime on the water. He wears a minimalist, pocketless sun-faded work shirt with worn trousers — practical clothes for a man who takes pride in his work. Calloused hands rest confidently on a woven basket of fresh catch. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, with soft volumetric shadows. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. A broad, warm grin, looking at the camera, 3/4 take. Eyes crinkled nearly shut with laughter, mouth wide with genuine warmth, frame easing, hands raised in welcome. same art style as the character base, same work shirt and trousers and backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 50-year-old Latino seafood vendor. His expression is calm and composed, the steady bearing of a man who has mastered his craft — though a hint of warmth plays at the corners of his mouth. Dark brown eyes are deeply crinkled at the corners from decades squinting into the Pacific sun. A broad, warm grin, looking at the camera, 3/4 take. Eyes crinkled nearly shut with laughter, mouth wide with genuine warmth, frame easing, hands raised in welcome. same art style as the character base, same work shirt and trousers and backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/alberto_santiago/assets/alberto_santiago__smirk.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 50-year-old Latino seafood vendor. His expression is calm and composed, the steady bearing of a man who has mastered his craft — though a hint of warmth plays at the corners of his mouth. Dark brown eyes are deeply crinkled at the corners from decades squinting into the Pacific sun. Thick black hair with silver streaks at the temples, kept short on the sides with longer flowing waves on top. Deep tan skin with sun-weathered texture, laugh lines fanning from his mouth and crinkling at the corners of his eyes. A sturdy, broad-shouldered build that speaks of a lifetime on the water. He wears a minimalist, pocketless sun-faded work shirt with worn trousers — practical clothes for a man who takes pride in his work. Calloused hands rest confidently on a woven basket of fresh catch. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, with soft volumetric shadows. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. A sardonic half-smile, looking at the camera, 3/4 take. One brow lifted, eyes glinting with playful mischief, hand rubbing the back of his neck. same art style as the character base, same work shirt and trousers and backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 50-year-old Latino seafood vendor. His expression is calm and composed, the steady bearing of a man who has mastered his craft — though a hint of warmth plays at the corners of his mouth. Dark brown eyes are deeply crinkled at the corners from decades squinting into the Pacific sun. A sardonic half-smile, looking at the camera, 3/4 take. One brow lifted, eyes glinting with playful mischief, hand rubbing the back of his neck. same art style as the character base, same work shirt and trousers and backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/alberto_santiago/assets/alberto_santiago__tender.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 50-year-old Latino seafood vendor. His expression is calm and composed, the steady bearing of a man who has mastered his craft — though a hint of warmth plays at the corners of his mouth. Dark brown eyes are deeply crinkled at the corners from decades squinting into the Pacific sun. Thick black hair with silver streaks at the temples, kept short on the sides with longer flowing waves on top. Deep tan skin with sun-weathered texture, laugh lines fanning from his mouth and crinkling at the corners of his eyes. A sturdy, broad-shouldered build that speaks of a lifetime on the water. He wears a minimalist, pocketless sun-faded work shirt with worn trousers — practical clothes for a man who takes pride in his work. Calloused hands rest confidently on a woven basket of fresh catch. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, with soft volumetric shadows. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. A soft, warm expression, looking gently at the camera, 3/4 take. Eyes open and sincere, a quiet, genuine smile, jaw relaxed, frame approachable, hands resting open. same art style as the character base, same work shirt and trousers and backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 50-year-old Latino seafood vendor. His expression is calm and composed, the steady bearing of a man who has mastered his craft — though a hint of warmth plays at the corners of his mouth. Dark brown eyes are deeply crinkled at the corners from decades squinting into the Pacific sun. A soft, warm expression, looking gently at the camera, 3/4 take. Eyes open and sincere, a quiet, genuine smile, jaw relaxed, frame approachable, hands resting open. same art style as the character base, same work shirt and trousers and backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/alejandro_diaz/assets/alejandro_diaz__angry.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 45-year-old Latino man. Sharp, cunning green eyes. Strong prominent nose, angular defined jaw with a faint scar across the left eyebrow. Salt-and-pepper hair slicked back with a casual, studied flair. Sturdy build, slightly disheveled — an ill-fitting suit jacket with a flashy silk tie. A small gold pinky ring catches the light. His expression is smooth-talking charm held just below the surface. The backdrop is a municipal office. Faded institutional paint, half-empty coffee mug on a metal desk, fluorescent light mixed with window light. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. A flushed, confrontational expression, looking at the camera, 3/4 take. Eyes blazing, jaw squared, scar standing out. same art style as the character base, same suit and pinky ring and backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a 45-year-old Latino man. Sharp, cunning green eyes. Strong prominent nose, angular defined jaw with a faint scar across the left eyebrow. Salt-and-pepper hair slicked back with a casual, studied flair. Sturdy build, slightly disheveled — an ill-fitting suit jacket with a flashy silk tie. A small gold pinky ring catches the light. His expression is smooth-talking charm held just below the surface. A flushed, confrontational expression, looking at the camera, 3/4 take. Eyes blazing, jaw squared, scar standing out. same art style as the character base, same suit and pinky ring and backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
